model,year,price,transmission,mileage,fuel type,engine size,mileage2,fuel type2,engine size2,reference
 C Class,2019," £67,000",Automatic,"2,800",n/a,£145,28,Petrol,4,/ad/25247940
 C Class,2017," £22,000",Semi-Auto,"46,512",38,£145  ,65.7,Diesel,2.1,/ad/25247998
 C Class,2017," £20,600",Semi-Auto,"29,543",32,£145,60.1,Diesel,2.1,/ad/25248020
 C Class,2020," £34,500",Semi-Auto,100,n/a,£145,48.7,Diesel,2,/ad/25405746
 C Class,2020," £34,500",Semi-Auto,100,n/a,£145,48.7,Diesel,2,/ad/25405747
 C Class,2020," £30,500",Semi-Auto,100,n/a,£145,64.2,Diesel,2,/ad/25405748
 C Class,2020," £34,500",Semi-Auto,100,n/a,£145,48.7,Diesel,2,/ad/25405754
 C Class,2020," £34,500",Semi-Auto,100,n/a,£145,48.7,Diesel,2,/ad/25405755
 C Class,2019," £24,648",Semi-Auto,"10,651",n/a,£145,60.1,Diesel,2.1,/ad/25392666
 C Class,2017," £27,799",Semi-Auto,"9,880",n/a,£150,43.5,Petrol,2,/ad/25452959
 C Class,2017," £43,949",Semi-Auto,"14,263",n/a,£300,32.8,Petrol,4,/ad/25273261
 C Class,2017," £20,500",Semi-Auto,"40,782",38,£145,58.9,Diesel,2.1,/ad/25247693
 C Class,2018," £23,389",Semi-Auto,"12,745",n/a,£145,61.4,Diesel,2,/ad/25247708
 C Class,2019," £22,800",Semi-Auto,"19,526",n/a,£145,45.6,Petrol,1.5,/ad/25247724
 C Class,2019," £28,400",Automatic,"8,820",n/a,£145,57.7,Diesel,2,/ad/25247736
 C Class,2017," £19,000",Semi-Auto,"21,657",n/a,£145,64.2,Diesel,2.1,/ad/25247743
 C Class,2019," £27,850",Semi-Auto,"10,936",n/a,£145,57.7,Diesel,2,/ad/25247769
 C Class,2019," £26,500",Semi-Auto,"5,678",n/a,£145,61.4,Diesel,2,/ad/25247773
 C Class,2019," £25,399",Semi-Auto,"13,654",n/a,£145,47.1,Petrol,1.5,/ad/25374131
 C Class,2019," £20,849",Semi-Auto,"10,925",n/a,£145,61.4,Diesel,2,/ad/25374132
 C Class,2019," £20,449",Semi-Auto,"13,810",n/a,£145,61.4,Diesel,2,/ad/25374133
 C Class,2019," £29,799",Semi-Auto,"9,168",n/a,£145,57.7,Diesel,2,/ad/25374136
 C Class,2019," £28,499",Semi-Auto,"1,867",n/a,£145,41.5,Petrol,2,/ad/25273049
 C Class,2019," £30,149",Semi-Auto,"10,837",n/a,£145,54.3,Diesel,2,/ad/25374118
 C Class,2019," £26,099",Semi-Auto,"9,445",n/a,£145,47.1,Petrol,1.5,/ad/25374119
 C Class,2019," £19,799",Semi-Auto,"14,380",n/a,£145,46.3,Petrol,1.5,/ad/25374120
 C Class,2019," £19,799",Semi-Auto,"14,160",n/a,£145,46.3,Petrol,1.5,/ad/25374121
 C Class,2019," £25,549",Semi-Auto,"15,012",n/a,£145,61.4,Diesel,2,/ad/25374122
 C Class,2019," £25,699",Semi-Auto,"11,805",n/a,£145,47.1,Petrol,1.5,/ad/25374123
 C Class,2019," £26,399",Semi-Auto,"9,961",n/a,£145,61.4,Diesel,2,/ad/25374124
 C Class,2019," £23,549",Semi-Auto,"17,549",n/a,£145,46.3,Petrol,1.5,/ad/25374126
 C Class,2019," £25,299",Semi-Auto,"10,211",n/a,£145,46.3,Petrol,1.5,/ad/25374130
 C Class,2020," £31,000",Semi-Auto,100,n/a,£145,64.2,Diesel,2,/ad/25405758
 C Class,2020," £30,500",Semi-Auto,700,n/a,£145,64.2,Diesel,2,/ad/25405760
 C Class,2020," £30,500",Semi-Auto,100,n/a,£145,64.2,Diesel,2,/ad/25405761
 C Class,2016," £17,399",Semi-Auto,"36,074",25,£30,64.2,Diesel,1.6,/ad/25276440
 C Class,2019," £26,799",Semi-Auto,"2,277",n/a,£145,45.6,Petrol,1.5,/ad/25276450
 C Class,2019," £31,499",Semi-Auto,"9,486",n/a,£145,54.3,Diesel,2,/ad/25276451
 C Class,2019," £25,249",Semi-Auto,"10,597",n/a,£145,46.3,Petrol,1.5,/ad/25276455
 C Class,2019," £31,999",Semi-Auto,"2,570",n/a,£145,57.7,Diesel,2,/ad/25276456
 C Class,2019," £28,999",Semi-Auto,"5,789",n/a,£145,61.4,Diesel,2,/ad/25349023
 C Class,2019," £28,999",Semi-Auto,"4,606",n/a,£145,61.4,Diesel,2,/ad/25349024
 C Class,2019," £20,299",Semi-Auto,"14,029",n/a,£145,46.3,Petrol,1.5,/ad/25374137
 C Class,2019," £20,249",Semi-Auto,"14,481",n/a,£145,46.3,Petrol,1.5,/ad/25374138
 C Class,2019," £25,549",Semi-Auto,"8,597",n/a,£145,46.3,Petrol,1.5,/ad/25374142
 C Class,2019," £19,749",Semi-Auto,"14,536",n/a,£145,46.3,Petrol,1.5,/ad/25374146
 C Class,2019," £26,249",Semi-Auto,"3,696",n/a,£145,43.5,Petrol,2,/ad/25374150
 C Class,2019," £29,199",Semi-Auto,"11,242",n/a,£145,64.2,Diesel,2,/ad/25374151
 C Class,2019," £35,199",Semi-Auto,"2,086",n/a,£145,44.1,Petrol,1.5,/ad/25273234
 C Class,2019," £27,699",Semi-Auto,"1,714",n/a,£145,45.6,Petrol,1.5,/ad/25273242
 C Class,2019," £32,549",Automatic,"1,000",n/a,£145,64.2,Diesel,2,/ad/25273251
 C Class,2019," £33,199",Automatic,"3,268",n/a,£145,42.2,Petrol,2,/ad/25273071
 C Class,2019," £26,799",Semi-Auto,"4,793",n/a,£145,58.9,Diesel,1.6,/ad/25273073
 C Class,2019," £25,199",Semi-Auto,"4,292",n/a,£145,44.1,Petrol,1.5,/ad/25273067
 C Class,2019," £25,199",Semi-Auto,"5,910",n/a,£145,42.2,Petrol,1.6,/ad/25273065
 C Class,2019," £27,699",Automatic,"5,307",n/a,£145,60.1,Diesel,1.6,/ad/25273056
 C Class,2019," £30,999",Semi-Auto,"5,831",n/a,£145,41.5,Petrol,2,/ad/25273053
 C Class,2019," £25,699",Semi-Auto,"7,521",n/a,£145,45.6,Petrol,1.5,/ad/25273051
 C Class,2019," £25,389",Semi-Auto,"1,839",n/a,£145,45.6,Petrol,1.5,/ad/25276520
 C Class,2019," £29,299",Semi-Auto,"2,758",n/a,£145,44.1,Petrol,2,/ad/25276524
 C Class,2019," £40,649",Semi-Auto,"11,300",n/a,£145,30.4,Petrol,3,/ad/25276525
 C Class,2015," £16,199",Semi-Auto,"21,539",31,£20,64.2,Diesel,2.1,/ad/25276528
 C Class,2019," £40,749",Semi-Auto,"7,749",n/a,£145,30.4,Petrol,3,/ad/25276530
 C Class,2019," £29,399",Semi-Auto,283,n/a,£145,42.2,Petrol,1.6,/ad/25276541
 C Class,2017," £42,299",Semi-Auto,"18,804",n/a,£145,32.8,Petrol,4,/ad/25276546
 C Class,2019," £38,699",Semi-Auto,"3,668",n/a,£145,30.4,Petrol,3,/ad/25276550
 C Class,2019," £33,599",Semi-Auto,"1,000",n/a,£145,44.1,Petrol,2,/ad/25276556
 C Class,2019," £24,299",Automatic,"5,098",n/a,£145,44.1,Petrol,1.5,/ad/25273155
 C Class,2019," £27,299",Automatic,"2,584",n/a,£145,58.9,Diesel,1.6,/ad/25273172
 C Class,2019," £31,199",Automatic,"4,842",n/a,£145,46.3,Petrol,1.5,/ad/25273174
 C Class,2019," £34,039",Semi-Auto,"1,000",n/a,£145,44.1,Petrol,1.5,/ad/25276560
 C Class,2019," £32,399",Automatic,"5,415",n/a,£145,42.2,Petrol,2,/ad/25273177
 C Class,2019," £38,289",Semi-Auto,"1,000",n/a,£145,54.3,Diesel,2,/ad/25273180
 C Class,2019," £33,719",Automatic,"1,000",n/a,£145,61.4,Diesel,2,/ad/25273182
 C Class,2019," £32,069",Automatic,"1,000",n/a,£145,64.2,Diesel,2,/ad/25273195
 C Class,2019," £30,759",Automatic,"1,000",n/a,£145,53.3,Diesel,2,/ad/25273197
 C Class,2019," £31,899",Semi-Auto,"4,388",n/a,£145,46.3,Petrol,1.5,/ad/25273230
 C Class,2019," £31,499",Semi-Auto,"3,624",n/a,£145,64.2,Diesel,2,/ad/25273232
 C Class,2018," £23,249",Automatic,"8,724",n/a,£145,46.3,Petrol,1.5,/ad/25273101
 C Class,2018," £22,899",Automatic,"11,124",n/a,£145,46.3,Petrol,1.5,/ad/25273104
 C Class,2016," £18,699",Semi-Auto,"38,265",n/a,£30,64.2,Diesel,2.1,/ad/25273107
 C Class,2019," £30,499",Semi-Auto,"1,488",n/a,£145,61.4,Diesel,2,/ad/25273111
 C Class,2019," £28,589",Automatic,"7,621",n/a,£145,57.7,Diesel,2,/ad/25273121
 C Class,2019," £31,499",Semi-Auto,"6,618",n/a,£145,54.3,Diesel,2,/ad/25273122
 C Class,2019," £29,799",Automatic,"6,012",n/a,£145,46.3,Petrol,1.5,/ad/25273128
 C Class,2019," £29,399",Semi-Auto,"8,545",n/a,£145,61.4,Diesel,2,/ad/25273130
 C Class,2019," £26,249",Semi-Auto,"10,785",n/a,£145,61.4,Diesel,2,/ad/25374077
 C Class,2019," £19,799",Semi-Auto,"14,272",n/a,£145,46.3,Petrol,1.5,/ad/25374078
 C Class,2019," £30,049",Semi-Auto,"2,011",n/a,£145,44.1,Petrol,2,/ad/25374079
 C Class,2019," £23,849",Semi-Auto,"15,499",n/a,£145,46.3,Petrol,1.5,/ad/25374081
 C Class,2019," £20,549",Semi-Auto,"13,243",n/a,£145,61.4,Diesel,2,/ad/25374085
 C Class,2016," £18,349",Semi-Auto,"33,456",n/a,£30,64.2,Diesel,2.1,/ad/25272743
 C Class,2019," £34,499",Semi-Auto,"2,838",n/a,£145,42.2,Petrol,2,/ad/25272750
 C Class,2019," £27,699",Semi-Auto,"5,012",n/a,£145,60.1,Diesel,1.6,/ad/25272752
 C Class,2019," £23,799",Semi-Auto,"14,507",n/a,£145,46.3,Petrol,1.5,/ad/25272771
 C Class,2018," £22,949",Automatic,"10,577",n/a,£145,46.3,Petrol,1.5,/ad/25273135
 C Class,2018," £27,449",Automatic,"7,322",n/a,£145,57.7,Diesel,2,/ad/25273145
 C Class,2019," £25,899",Semi-Auto,"11,151",n/a,£145,44.1,Petrol,1.5,/ad/25272775
 C Class,2019," £20,999",Semi-Auto,"13,070",n/a,£145,61.4,Diesel,2,/ad/25345895
 C Class,2019," £26,999",Semi-Auto,"8,714",n/a,£145,61.4,Diesel,2,/ad/25345896
 C Class,2019," £29,799",Semi-Auto,"11,576",n/a,£145,57.7,Diesel,2,/ad/25345897
 C Class,2019," £25,349",Semi-Auto,"9,172",n/a,£145,46.3,Petrol,1.5,/ad/25345898
 C Class,2019," £20,699",Semi-Auto,"14,593",n/a,£145,61.4,Diesel,2,/ad/25345899
 C Class,2016," £16,499",Semi-Auto,"35,459",n/a,£20,64.2,Diesel,2.1,/ad/25345901
 C Class,2020," £48,879",Semi-Auto,"1,000",n/a,£145,29.7,Petrol,3,/ad/25345902
 C Class,2019," £36,199",Semi-Auto,"9,800",n/a,£145  ,30.4,Petrol,3,/ad/25273077
 C Class,2019," £29,849",Semi-Auto,"2,303",n/a,£145,44.1,Petrol,2,/ad/25273091
 C Class,2019," £24,999",Semi-Auto,"11,842",n/a,£145,46.3,Petrol,1.5,/ad/25374223
 C Class,2019," £25,649",Semi-Auto,"8,108",n/a,£145,46.3,Petrol,1.5,/ad/25374224
 C Class,2019," £25,149",Semi-Auto,"15,184",n/a,£145,47.1,Petrol,1.5,/ad/25374225
 C Class,2019," £26,049",Semi-Auto,"9,785",n/a,£145,47.1,Petrol,1.5,/ad/25374226
 C Class,2019," £29,249",Semi-Auto,"12,972",n/a,£145,57.7,Diesel,2,/ad/25374227
 C Class,2019," £30,499",Semi-Auto,"9,426",n/a,£145,54.3,Diesel,2,/ad/25374232
 C Class,2019," £31,699",Semi-Auto,"3,723",n/a,£145,57.7,Diesel,2,/ad/25374235
 C Class,2019," £25,549",Semi-Auto,"14,874",n/a,£145,61.4,Diesel,2,/ad/25374238
 C Class,2019," £24,799",Semi-Auto,"19,484",n/a,£145,61.4,Diesel,2,/ad/25374239
 C Class,2019," £31,779",Semi-Auto,"1,000",n/a,£145,54.3,Diesel,1.6,/ad/25276665
 C Class,2019," £35,499",Semi-Auto,"1,023",n/a,£145,44.1,Petrol,1.5,/ad/25276673
 C Class,2019," £31,899",Semi-Auto,"1,733",n/a,£145,64.2,Diesel,2,/ad/25276674
 C Class,2019," £29,099",Semi-Auto,"7,027",n/a,£145,44.1,Petrol,2,/ad/25273093
 C Class,2019," £25,199",Semi-Auto,"5,856",n/a,£145,61.4,Diesel,2,/ad/25374241
 C Class,2019," £35,299",Semi-Auto,100,n/a,£145,55.4,Diesel,2,/ad/25276675
 C Class,2019," £32,399",Semi-Auto,"2,008",n/a,£145,46.3,Petrol,1.5,/ad/25276676
 C Class,2019," £29,699",Semi-Auto,"1,906",n/a,£145,47.1,Petrol,1.5,/ad/25276677
 C Class,2019," £66,699",Semi-Auto,630,n/a,£145,28.5,Petrol,4,/ad/25276684
 C Class,2019," £36,599",Semi-Auto,124,n/a,£145,41.5,Petrol,2,/ad/25276696
 C Class,2019," £33,699",Semi-Auto,"2,200",n/a,£145,57.7,Diesel,2,/ad/25276697
 C Class,2019," £49,499",Semi-Auto,358,n/a,£145,29.1,Petrol,3,/ad/25276699
 C Class,2020," £33,469",Semi-Auto,"1,000",n/a,£145,54.3,Diesel,1.6,/ad/25386113
 C Class,2013," £12,999",Automatic,"23,790",36,£145,53.3,Diesel,2.1,/ad/25262134
 C Class,2016," £19,999",Semi-Auto,"17,807",n/a,£125,51.4,Petrol,2,/ad/25366895
 C Class,2019," £25,399",Semi-Auto,"13,636",n/a,£145,47.1,Petrol,1.5,/ad/25374070
 C Class,2019," £26,249",Semi-Auto,"8,588",n/a,£145,47.1,Petrol,1.5,/ad/25374071
 C Class,2019," £20,249",Semi-Auto,"10,918",n/a,£145,46.3,Petrol,1.5,/ad/25374072
 C Class,2019," £19,849",Semi-Auto,"14,085",n/a,£145,46.3,Petrol,1.5,/ad/25374073
 C Class,2019," £25,599",Semi-Auto,"12,187",n/a,£145,47.1,Petrol,1.5,/ad/25374074
 C Class,2019," £24,799",Semi-Auto,"13,012",n/a,£145,46.3,Petrol,1.5,/ad/25374075
 C Class,2019," £24,799",Semi-Auto,"12,999",n/a,£145,46.3,Petrol,1.5,/ad/25374076
 C Class,2017," £37,199",Semi-Auto,"5,376",n/a,£145,35.3,Petrol,3,/ad/25276709
 C Class,2016," £18,349",Semi-Auto,"22,000",n/a,£30,64.2,Diesel,2.1,/ad/25442077
 C Class,2019," £27,199",Semi-Auto,"5,926",n/a,£145,56.5,Diesel,2,/ad/25272848
 C Class,2019," £29,249",Semi-Auto,"1,768",n/a,£145,57.7,Diesel,2,/ad/25272844
 C Class,2018," £17,999",Semi-Auto,"15,998",n/a,£145,64.2,Diesel,2.1,/ad/25272839
 C Class,2019," £25,199",Semi-Auto,"15,238",n/a,£145,61.4,Diesel,2,/ad/25272831
 C Class,2019," £29,749",Semi-Auto,10,n/a,£145,61.4,Diesel,2,/ad/25272829
 C Class,2019," £43,049",Semi-Auto,"7,351",n/a,£145  ,30.4,Petrol,3,/ad/25272891
 C Class,2019," £41,949",Semi-Auto,"8,315",n/a,£145,29.7,Petrol,3,/ad/25272883
 C Class,2019," £40,649",Semi-Auto,"11,130",n/a,£145  ,30.4,Petrol,3,/ad/25272887
 C Class,2016," £21,999",Semi-Auto,"20,801",38,£30,64.2,Diesel,2.1,/ad/25272879
 C Class,2017," £17,890",Semi-Auto,"26,514",31,£145,61.4,Diesel,2.1,/ad/25278424
 C Class,2019," £29,427",Semi-Auto,"3,085",n/a,£145,44.1,Petrol,2,/ad/25278430
 C Class,2019," £27,690",Semi-Auto,"8,070",n/a,£145,44.1,Petrol,2,/ad/25278431
 C Class,2020," £33,800",Semi-Auto,"2,406",n/a,£145,47.1,Petrol,1.5,/ad/25278432
 C Class,2020," £29,990",Semi-Auto,99,n/a,£145,64.2,Diesel,2,/ad/25278434
 C Class,2020," £33,990",Semi-Auto,99,n/a,£145,48.7,Diesel,2,/ad/25278446
 C Class,2019," £29,000",Semi-Auto,"9,809",n/a,£145,57.7,Diesel,2,/ad/25278458
 C Class,2019," £30,200",Semi-Auto,"4,589",n/a,£145,64.2,Diesel,2,/ad/25278460
 C Class,2019," £30,132",Semi-Auto,"7,165",n/a,£145,57.7,Diesel,2,/ad/25278461
 C Class,2019," £30,000",Semi-Auto,"8,750",n/a,£145,57.7,Diesel,2,/ad/25278477
 C Class,2019," £33,599",Semi-Auto,"1,000",n/a,£145,44.1,Petrol,2,/ad/25273687
 C Class,2019," £31,999",Semi-Auto,"1,000",n/a,£145,61.4,Diesel,2,/ad/25273689
 C Class,2019," £33,799",Semi-Auto,"2,014",n/a,£145,57.7,Diesel,2,/ad/25273695
 C Class,2015," £15,991",Semi-Auto,"35,000",37,£125,60.1,Diesel,2.1,/ad/25425290
 C Class,2017," £14,990",Semi-Auto,"76,982",38,£0,134.5,Hybrid,2,/ad/25224488
 C Class,2019," £25,900",Semi-Auto,"9,625",n/a,£150,47.1,Petrol,1.5,/ad/25485174
 C Class,2016," £20,890",Semi-Auto,"25,726",32,£20,68.9,Diesel,2.1,/ad/25425683
 C Class,2018," £26,000",Semi-Auto,"19,800",n/a,£145,42.2,Petrol,2,/ad/25355729
 C Class,2017," £25,490",Semi-Auto,"9,714",38,£30,65.7,Diesel,2.1,/ad/25468352
 C Class,2019," £23,000",Semi-Auto,"14,627",n/a,£145,46.3,Petrol,1.5,/ad/25278395
 C Class,2019," £26,299",Semi-Auto,"9,163",n/a,£145,46.3,Petrol,1.5,/ad/25345913
 C Class,2019," £19,999",Semi-Auto,"13,591",n/a,£145,46.3,Petrol,1.5,/ad/25345915
 C Class,2019," £29,399",Semi-Auto,"4,208",n/a,£145,57.7,Diesel,2,/ad/25346240
 C Class,2014," £14,999",Semi-Auto,"39,501",31,£20,64.2,Diesel,2.1,/ad/25442139
 C Class,2014," £11,999",Semi-Auto,"28,000",29,£150,47.9,Petrol,1.6,/ad/25453139
 C Class,2019," £25,399",Semi-Auto,"3,585",n/a,£145,44.1,Petrol,1.5,/ad/25436493
 C Class,2019," £20,799",Semi-Auto,"13,356",n/a,£145,61.4,Diesel,2,/ad/25417659
 C Class,2019," £20,299",Semi-Auto,"14,375",n/a,£145,61.4,Diesel,2,/ad/25417660
 C Class,2019," £19,849",Semi-Auto,"14,085",n/a,£145,46.3,Petrol,1.5,/ad/25374222
 C Class,2019," £26,899",Semi-Auto,"2,000",n/a,£145,45.6,Petrol,1.5,/ad/25273576
 C Class,2019," £30,399",Semi-Auto,"7,163",n/a,£145,54.3,Diesel,2,/ad/25273577
 C Class,2019," £26,399",Semi-Auto,"3,553",n/a,£145,47.9,Petrol,2,/ad/25273579
 C Class,2019," £24,699",Semi-Auto,"4,040",n/a,£145,46.3,Petrol,1.5,/ad/25273599
 C Class,2019," £32,069",Semi-Auto,"1,000",n/a,£145,64.2,Diesel,2,/ad/25273624
 C Class,2019," £30,599",Semi-Auto,"4,504",n/a,£145,44.1,Petrol,2,/ad/25273645
 C Class,2019," £28,799",Semi-Auto,"5,136",n/a,£145,60.1,Diesel,1.6,/ad/25273647
 C Class,2019," £30,099",Semi-Auto,"4,701",n/a,£145,54.3,Diesel,1.6,/ad/25273672
 C Class,2019," £32,429",Semi-Auto,"1,000",n/a,£145,57.7,Diesel,2,/ad/25273674
 C Class,2019," £33,599",Semi-Auto,"2,679",n/a,£145,57.7,Diesel,2,/ad/25273684
 C Class,2018," £25,949",Semi-Auto,"11,961",38,£145,65.7,Diesel,2.1,/ad/25273514
 C Class,2019," £29,399",Semi-Auto,"7,224",n/a,£145,61.4,Diesel,2,/ad/25273522
 C Class,2019," £32,049",Semi-Auto,"2,365",n/a,£145,57.7,Diesel,2,/ad/25273530
 C Class,2018," £23,149",Semi-Auto,"17,000",38,£145,61.4,Diesel,2.1,/ad/25273536
 C Class,2019," £28,999",Semi-Auto,"4,938",n/a,£145,61.4,Diesel,2,/ad/25273547
 C Class,2014," £14,299",Semi-Auto,"47,399",31,£20,64.2,Diesel,2.1,/ad/25273554
 C Class,2019," £25,389",Semi-Auto,"2,000",n/a,£145,45.6,Petrol,1.5,/ad/25273559
 C Class,2019," £25,389",Semi-Auto,"2,000",n/a,£145,45.6,Petrol,1.5,/ad/25273562
 C Class,2019," £24,389",Semi-Auto,"2,000",n/a,£145,44.1,Petrol,1.5,/ad/25273570
 C Class,2019," £26,899",Semi-Auto,"2,000",n/a,£145,45.6,Petrol,1.5,/ad/25273574
 C Class,2019," £30,749",Semi-Auto,"2,000",n/a,£145,44.1,Petrol,2,/ad/25373897
 C Class,2019," £20,999",Semi-Auto,"9,883",n/a,£145,61.4,Diesel,2,/ad/25373901
 C Class,2018," £18,899",Semi-Auto,"13,924",n/a,£145,46.3,Petrol,1.5,/ad/25373902
 C Class,2019," £34,579",Semi-Auto,"1,000",n/a,£145,44.1,Petrol,1.5,/ad/25273712
 C Class,2015," £17,399",Semi-Auto,"21,019",31,£20,64.2,Diesel,2.1,/ad/25273736
 C Class,2017," £24,999",Semi-Auto,"21,210",38,£145,65.7,Diesel,2.1,/ad/25273740
 C Class,2019," £26,099",Semi-Auto,"5,433",n/a,£145,45.6,Petrol,1.5,/ad/25417636
 C Class,2017," £15,999",Semi-Auto,"34,301",n/a,£20,65.7,Diesel,2.1,/ad/25273433
 C Class,2019," £30,099",Semi-Auto,"2,924",n/a,£145,56.5,Diesel,2,/ad/25273446
 C Class,2019," £30,299",Semi-Auto,"4,284",n/a,£145,55.4,Diesel,2,/ad/25273450
 C Class,2019," £25,399",Semi-Auto,"10,260",n/a,£145,44.1,Petrol,1.5,/ad/25373871
 C Class,2019," £26,599",Semi-Auto,"8,912",n/a,£145,61.4,Diesel,2,/ad/25373872
 C Class,2019," £25,449",Semi-Auto,"13,280",n/a,£145,47.1,Petrol,1.5,/ad/25373873
 C Class,2019," £25,699",Semi-Auto,"11,793",n/a,£145,47.1,Petrol,1.5,/ad/25373874
 C Class,2019," £20,299",Semi-Auto,"14,271",n/a,£145,46.3,Petrol,1.5,/ad/25373884
 C Class,2019," £29,949",Semi-Auto,"8,208",n/a,£145,57.7,Diesel,2,/ad/25373885
 C Class,2019," £20,449",Semi-Auto,"13,181",n/a,£145,46.3,Petrol,1.5,/ad/25373886
 C Class,2019," £25,549",Semi-Auto,"14,995",n/a,£145,61.4,Diesel,2,/ad/25373887
 C Class,2019," £25,349",Semi-Auto,"9,687",n/a,£145,46.3,Petrol,1.5,/ad/25373892
 C Class,2019," £28,300",Semi-Auto,"6,519",n/a,£145,44.1,Petrol,2,/ad/25278637
 C Class,2019," £28,000",Semi-Auto,"11,549",n/a,£145,44.1,Petrol,2,/ad/25278638
 C Class,2019," £28,800",Semi-Auto,"3,116",n/a,£145,44.1,Petrol,2,/ad/25278639
 C Class,2019," £29,000",Semi-Auto,"4,650",n/a,£145,44.1,Petrol,2,/ad/25278641
 C Class,2019," £25,000",Semi-Auto,481,n/a,£145,45.6,Petrol,1.5,/ad/25278661
 C Class,2019," £29,000",Semi-Auto,"2,198",n/a,£145,47.1,Petrol,1.5,/ad/25278666
 C Class,2019," £41,000",Semi-Auto,"5,339",n/a,£145,28.8,Petrol,3,/ad/25278676
 C Class,2019," £31,450",Semi-Auto,"5,104",n/a,£145,57.7,Diesel,2,/ad/25278677
 C Class,2019," £31,500",Semi-Auto,"7,000",n/a,£145,57.7,Diesel,2,/ad/25278690
 C Class,2016," £13,000",Automatic,"53,065",n/a,£20,65.7,Diesel,2.1,/ad/25214390
 C Class,2019," £25,299",Semi-Auto,"4,004",n/a,£145,44.1,Petrol,1.5,/ad/25273455
 C Class,2019," £25,599",Semi-Auto,"2,648",n/a,£145,44.1,Petrol,1.5,/ad/25273467
 C Class,2019," £26,599",Semi-Auto,"12,961",n/a,£145,47.1,Petrol,1.5,/ad/25273476
 C Class,2019," £28,099",Semi-Auto,"20,001",n/a,£145,61.4,Diesel,2,/ad/25273483
 C Class,2019," £24,599",Semi-Auto,"9,905",n/a,£145,58.9,Diesel,2,/ad/25273489
 C Class,2019," £27,349",Semi-Auto,"5,917",n/a,£145,64.2,Diesel,2,/ad/25273495
 C Class,2019," £29,549",Semi-Auto,"5,071",n/a,£145,55.4,Diesel,2,/ad/25273500
 C Class,2019," £29,999",Semi-Auto,"7,193",n/a,£145,44.1,Petrol,2,/ad/25273504
 C Class,2019," £29,399",Semi-Auto,"8,123",n/a,£145,57.7,Diesel,2,/ad/25273506
 C Class,2018," £25,999",Automatic,"7,317",n/a,£145,46.3,Petrol,1.5,/ad/25273508
 C Class,2019," £41,099",Semi-Auto,"8,370",n/a,£145,29.4,Petrol,3,/ad/25373896
 C Class,2017," £24,000",Automatic,"17,030",n/a,£125,58.9,Diesel,2.1,/ad/25468359
 C Class,2014," £16,450",Semi-Auto,"27,032",32,£30,64.2,Diesel,2.1,/ad/25468360
 C Class,2017," £19,750",Semi-Auto,"27,959",n/a,£150,41.5,Petrol,2,/ad/25468361
 C Class,2019," £52,000",Automatic,"5,072",n/a,£145,34.5,Petrol,4,/ad/25278483
 C Class,2016," £20,299",Semi-Auto,"6,605",n/a,£125,51.4,Petrol,2,/ad/25276585
 C Class,2016," £21,600",Semi-Auto,"33,028",38,£30,65.7,Diesel,2.1,/ad/25278590
 C Class,2019," £27,750",Semi-Auto,"2,192",n/a,£145,46.3,Petrol,1.5,/ad/25278597
 C Class,2019," £24,600",Semi-Auto,"9,174",n/a,£145,45.6,Petrol,1.5,/ad/25278599
 C Class,2019," £24,700",Semi-Auto,"12,944",n/a,£145,61.4,Diesel,2,/ad/25278608
 C Class,2018," £22,000",Semi-Auto,"11,439",n/a,£145,46.3,Petrol,1.5,/ad/25278610
 C Class,2019," £24,500",Semi-Auto,"2,827",n/a,£145,45.6,Petrol,1.5,/ad/25278618
 C Class,2019," £30,300",Semi-Auto,"4,000",n/a,£145,54.3,Diesel,1.6,/ad/25278630
 C Class,2019," £25,799",Semi-Auto,"10,996",n/a,£145,47.1,Petrol,1.5,/ad/25374181
 C Class,2019," £28,499",Semi-Auto,"15,096",n/a,£145,64.2,Diesel,2,/ad/25374187
 C Class,2019," £29,899",Semi-Auto,"8,601",n/a,£145,57.7,Diesel,2,/ad/25374193
 C Class,2017," £20,749",Semi-Auto,"19,119",n/a,n/a,134.5,Hybrid,2,/ad/25374205
 C Class,2016," £29,189",Semi-Auto,"20,000",n/a,£260,36.2,Petrol,3,/ad/25417655
 C Class,2016," £18,449",Semi-Auto,"23,077",37,£30,64.2,Diesel,2.1,/ad/25432458
 C Class,2017," £20,700",Semi-Auto,"18,346",32,£150,61.4,Diesel,2.1,/ad/25485181
 C Class,2017," £19,350",Semi-Auto,"35,707",32,£30,61.4,Diesel,2.1,/ad/25477799
 C Class,2019," £28,000",Semi-Auto,"15,026",n/a,£150,64.2,Diesel,2,/ad/25472454
 C Class,2019," £62,199",Semi-Auto,95,n/a,£145,28.5,Petrol,4,/ad/25276591
 C Class,2019," £33,699",Semi-Auto,"1,604",n/a,£145,42.2,Petrol,2,/ad/25276595
 C Class,2019," £24,699",Semi-Auto,"6,783",n/a,£145,44.1,Petrol,1.5,/ad/25276596
 C Class,2018," £22,549",Semi-Auto,"19,656",n/a,£145,61.4,Diesel,2,/ad/25276599
 C Class,2019," £24,299",Semi-Auto,"12,321",n/a,£145,58.9,Diesel,2,/ad/25276602
 C Class,2019," £29,699",Semi-Auto,"5,230",n/a,£145,61.4,Diesel,2,/ad/25276616
 C Class,2019," £29,899",Semi-Auto,"8,447",n/a,£145,57.7,Diesel,2,/ad/25276618
