model,year,price,transmission,mileage,fuelType,engineSize
 C Class,2020,31000,Semi-Auto,100,Diesel,2.0
 C Class,2020,30500,Semi-Auto,700,Diesel,2.0
 C Class,2020,30500,Semi-Auto,100,Diesel,2.0
 C Class,2016,17399,Semi-Auto,36074,Diesel,1.6
 C Class,2019,26799,Semi-Auto,2277,Petrol,1.5
 C Class,2019,31499,Semi-Auto,9486,Diesel,2.0
 C Class,2019,25249,Semi-Auto,10597,Petrol,1.5
 C Class,2019,31999,Semi-Auto,2570,Diesel,2.0
 C Class,2019,28999,Semi-Auto,5789,Diesel,2.0
 C Class,2019,28999,Semi-Auto,4606,Diesel,2.0
 C Class,2019,20299,Semi-Auto,14029,Petrol,1.5
 C Class,2019,20249,Semi-Auto,14481,Petrol,1.5
 C Class,2019,25549,Semi-Auto,8597,Petrol,1.5
 C Class,2019,19749,Semi-Auto,14536,Petrol,1.5
 C Class,2019,26249,Semi-Auto,3696,Petrol,2.0
 C Class,2019,29199,Semi-Auto,11242,Diesel,2.0
 C Class,2019,35199,Semi-Auto,2086,Petrol,1.5
 C Class,2019,27699,Semi-Auto,1714,Petrol,1.5
 C Class,2019,32549,Automatic,1000,Diesel,2.0
 C Class,2019,33199,Automatic,3268,Petrol,2.0
 C Class,2019,26799,Semi-Auto,4793,Diesel,1.6
 C Class,2019,25199,Semi-Auto,4292,Petrol,1.5
 C Class,2019,25199,Semi-Auto,5910,Petrol,1.6
 C Class,2019,27699,Automatic,5307,Diesel,1.6
 C Class,2019,30999,Semi-Auto,5831,Petrol,2.0
 C Class,2019,25699,Semi-Auto,7521,Petrol,1.5
 C Class,2019,25389,Semi-Auto,1839,Petrol,1.5
 C Class,2019,29299,Semi-Auto,2758,Petrol,2.0
 C Class,2019,40649,Semi-Auto,11300,Petrol,3.0
 C Class,2015,16199,Semi-Auto,21539,Diesel,2.1
 C Class,2019,40749,Semi-Auto,7749,Petrol,3.0
 C Class,2019,29399,Semi-Auto,283,Petrol,1.6
 C Class,2017,42299,Semi-Auto,18804,Petrol,4.0
 C Class,2019,38699,Semi-Auto,3668,Petrol,3.0
 C Class,2019,33599,Semi-Auto,1000,Petrol,2.0
 C Class,2019,24299,Automatic,5098,Petrol,1.5
 C Class,2019,27299,Automatic,2584,Diesel,1.6
 C Class,2019,31199,Automatic,4842,Petrol,1.5
 C Class,2019,34039,Semi-Auto,1000,Petrol,1.5
 C Class,2019,32399,Automatic,5415,Petrol,2.0
 C Class,2019,38289,Semi-Auto,1000,Diesel,2.0
 C Class,2019,33719,Automatic,1000,Diesel,2.0
 C Class,2019,32069,Automatic,1000,Diesel,2.0
 C Class,2019,30759,Automatic,1000,Diesel,2.0
 C Class,2019,31899,Semi-Auto,4388,Petrol,1.5
 C Class,2019,31499,Semi-Auto,3624,Diesel,2.0
 C Class,2018,23249,Automatic,8724,Petrol,1.5
 C Class,2018,22899,Automatic,11124,Petrol,1.5
 C Class,2016,18699,Semi-Auto,38265,Diesel,2.1
 C Class,2019,30499,Semi-Auto,1488,Diesel,2.0
 C Class,2019,28589,Automatic,7621,Diesel,2.0
 C Class,2019,31499,Semi-Auto,6618,Diesel,2.0
 C Class,2019,29799,Automatic,6012,Petrol,1.5
 C Class,2019,29399,Semi-Auto,8545,Diesel,2.0
 C Class,2019,26249,Semi-Auto,10785,Diesel,2.0
 C Class,2019,19799,Semi-Auto,14272,Petrol,1.5
 C Class,2019,30049,Semi-Auto,2011,Petrol,2.0
 C Class,2019,23849,Semi-Auto,15499,Petrol,1.5
 C Class,2019,20549,Semi-Auto,13243,Diesel,2.0
 C Class,2016,18349,Semi-Auto,33456,Diesel,2.1
 C Class,2019,34499,Semi-Auto,2838,Petrol,2.0
 C Class,2019,27699,Semi-Auto,5012,Diesel,1.6
 C Class,2019,23799,Semi-Auto,14507,Petrol,1.5
 C Class,2018,22949,Automatic,10577,Petrol,1.5
 C Class,2018,27449,Automatic,7322,Diesel,2.0
 C Class,2019,25899,Semi-Auto,11151,Petrol,1.5
 C Class,2019,20999,Semi-Auto,13070,Diesel,2.0
 C Class,2019,26999,Semi-Auto,8714,Diesel,2.0
 C Class,2019,29799,Semi-Auto,11576,Diesel,2.0
 C Class,2019,25349,Semi-Auto,9172,Petrol,1.5
 C Class,2019,20699,Semi-Auto,14593,Diesel,2.0
 C Class,2016,16499,Semi-Auto,35459,Diesel,2.1
 C Class,2020,48879,Semi-Auto,1000,Petrol,3.0
 C Class,2019,36199,Semi-Auto,9800,Petrol,3.0
 C Class,2019,29849,Semi-Auto,2303,Petrol,2.0
 C Class,2019,24999,Semi-Auto,11842,Petrol,1.5
 C Class,2019,25649,Semi-Auto,8108,Petrol,1.5
 C Class,2019,25149,Semi-Auto,15184,Petrol,1.5
 C Class,2019,26049,Semi-Auto,9785,Petrol,1.5
 C Class,2019,29249,Semi-Auto,12972,Diesel,2.0
 C Class,2019,30499,Semi-Auto,9426,Diesel,2.0
 C Class,2019,31699,Semi-Auto,3723,Diesel,2.0
 C Class,2019,25549,Semi-Auto,14874,Diesel,2.0
 C Class,2019,24799,Semi-Auto,19484,Diesel,2.0
 C Class,2019,31779,Semi-Auto,1000,Diesel,1.6
 C Class,2019,35499,Semi-Auto,1023,Petrol,1.5
 C Class,2019,31899,Semi-Auto,1733,Diesel,2.0
 C Class,2019,29099,Semi-Auto,7027,Petrol,2.0
 C Class,2019,25199,Semi-Auto,5856,Diesel,2.0
 C Class,2019,35299,Semi-Auto,100,Diesel,2.0
 C Class,2019,32399,Semi-Auto,2008,Petrol,1.5
 C Class,2019,29699,Semi-Auto,1906,Petrol,1.5
 C Class,2019,66699,Semi-Auto,630,Petrol,4.0
 C Class,2019,36599,Semi-Auto,124,Petrol,2.0
 C Class,2019,33699,Semi-Auto,2200,Diesel,2.0
 C Class,2019,49499,Semi-Auto,358,Petrol,3.0
 C Class,2020,33469,Semi-Auto,1000,Diesel,1.6
 C Class,2013,12999,Automatic,23790,Diesel,2.1
 C Class,2016,19999,Semi-Auto,17807,Petrol,2.0
 C Class,2019,25399,Semi-Auto,13636,Petrol,1.5
 C Class,2019,26249,Semi-Auto,8588,Petrol,1.5
 C Class,2019,20249,Semi-Auto,10918,Petrol,1.5
 C Class,2019,19849,Semi-Auto,14085,Petrol,1.5
 C Class,2019,25599,Semi-Auto,12187,Petrol,1.5
 C Class,2019,24799,Semi-Auto,13012,Petrol,1.5
 C Class,2019,24799,Semi-Auto,12999,Petrol,1.5
 C Class,2017,37199,Semi-Auto,5376,Petrol,3.0
 C Class,2016,18349,Semi-Auto,22000,Diesel,2.1
 C Class,2019,27199,Semi-Auto,5926,Diesel,2.0
 C Class,2019,29249,Semi-Auto,1768,Diesel,2.0
 C Class,2018,17999,Semi-Auto,15998,Diesel,2.1
 C Class,2019,25199,Semi-Auto,15238,Diesel,2.0
 C Class,2019,29749,Semi-Auto,10,Diesel,2.0
 C Class,2019,43049,Semi-Auto,7351,Petrol,3.0
 C Class,2019,41949,Semi-Auto,8315,Petrol,3.0
 C Class,2019,40649,Semi-Auto,11130,Petrol,3.0
 C Class,2016,21999,Semi-Auto,20801,Diesel,2.1
 C Class,2017,17890,Semi-Auto,26514,Diesel,2.1
 C Class,2019,29427,Semi-Auto,3085,Petrol,2.0
 C Class,2019,27690,Semi-Auto,8070,Petrol,2.0
 C Class,2020,33800,Semi-Auto,2406,Petrol,1.5
 C Class,2020,29990,Semi-Auto,99,Diesel,2.0
 C Class,2020,33990,Semi-Auto,99,Diesel,2.0
 C Class,2019,29000,Semi-Auto,9809,Diesel,2.0
 C Class,2019,30200,Semi-Auto,4589,Diesel,2.0
 C Class,2019,30132,Semi-Auto,7165,Diesel,2.0
 C Class,2019,30000,Semi-Auto,8750,Diesel,2.0
 C Class,2019,33599,Semi-Auto,1000,Petrol,2.0
 C Class,2019,31999,Semi-Auto,1000,Diesel,2.0
 C Class,2019,33799,Semi-Auto,2014,Diesel,2.0
 C Class,2015,15991,Semi-Auto,35000,Diesel,2.1
 C Class,2017,14990,Semi-Auto,76982,Hybrid,2.0
 C Class,2019,25900,Semi-Auto,9625,Petrol,1.5
 C Class,2016,20890,Semi-Auto,25726,Diesel,2.1
 C Class,2018,26000,Semi-Auto,19800,Petrol,2.0
 C Class,2017,25490,Semi-Auto,9714,Diesel,2.1
 C Class,2019,23000,Semi-Auto,14627,Petrol,1.5
 C Class,2019,26299,Semi-Auto,9163,Petrol,1.5
 C Class,2019,19999,Semi-Auto,13591,Petrol,1.5
 C Class,2019,29399,Semi-Auto,4208,Diesel,2.0
 C Class,2014,14999,Semi-Auto,39501,Diesel,2.1
 C Class,2014,11999,Semi-Auto,28000,Petrol,1.6
 C Class,2019,25399,Semi-Auto,3585,Petrol,1.5
 C Class,2019,20799,Semi-Auto,13356,Diesel,2.0
 C Class,2019,20299,Semi-Auto,14375,Diesel,2.0
 C Class,2019,19849,Semi-Auto,14085,Petrol,1.5
 C Class,2019,26899,Semi-Auto,2000,Petrol,1.5
 C Class,2019,30399,Semi-Auto,7163,Diesel,2.0
 C Class,2019,26399,Semi-Auto,3553,Petrol,2.0
 C Class,2019,24699,Semi-Auto,4040,Petrol,1.5
 C Class,2019,32069,Semi-Auto,1000,Diesel,2.0
 C Class,2019,30599,Semi-Auto,4504,Petrol,2.0
 C Class,2019,28799,Semi-Auto,5136,Diesel,1.6
 C Class,2019,30099,Semi-Auto,4701,Diesel,1.6
 C Class,2019,32429,Semi-Auto,1000,Diesel,2.0
 C Class,2019,33599,Semi-Auto,2679,Diesel,2.0
 C Class,2018,25949,Semi-Auto,11961,Diesel,2.1
 C Class,2019,29399,Semi-Auto,7224,Diesel,2.0
 C Class,2019,32049,Semi-Auto,2365,Diesel,2.0
 C Class,2018,23149,Semi-Auto,17000,Diesel,2.1
 C Class,2019,28999,Semi-Auto,4938,Diesel,2.0
 C Class,2014,14299,Semi-Auto,47399,Diesel,2.1
 C Class,2019,25389,Semi-Auto,2000,Petrol,1.5
 C Class,2019,25389,Semi-Auto,2000,Petrol,1.5
 C Class,2019,24389,Semi-Auto,2000,Petrol,1.5
 C Class,2019,26899,Semi-Auto,2000,Petrol,1.5
 C Class,2019,30749,Semi-Auto,2000,Petrol,2.0
 C Class,2019,20999,Semi-Auto,9883,Diesel,2.0
 C Class,2018,18899,Semi-Auto,13924,Petrol,1.5
 C Class,2019,34579,Semi-Auto,1000,Petrol,1.5
 C Class,2015,17399,Semi-Auto,21019,Diesel,2.1
 C Class,2017,24999,Semi-Auto,21210,Diesel,2.1
 C Class,2019,26099,Semi-Auto,5433,Petrol,1.5
 C Class,2017,15999,Semi-Auto,34301,Diesel,2.1
 C Class,2019,30099,Semi-Auto,2924,Diesel,2.0
 C Class,2019,30299,Semi-Auto,4284,Diesel,2.0
 C Class,2019,25399,Semi-Auto,10260,Petrol,1.5
 C Class,2019,26599,Semi-Auto,8912,Diesel,2.0
 C Class,2019,25449,Semi-Auto,13280,Petrol,1.5
 C Class,2019,25699,Semi-Auto,11793,Petrol,1.5
 C Class,2019,20299,Semi-Auto,14271,Petrol,1.5
 C Class,2019,29949,Semi-Auto,8208,Diesel,2.0
 C Class,2019,20449,Semi-Auto,13181,Petrol,1.5
 C Class,2019,25549,Semi-Auto,14995,Diesel,2.0
 C Class,2019,25349,Semi-Auto,9687,Petrol,1.5
 C Class,2019,28300,Semi-Auto,6519,Petrol,2.0
 C Class,2019,28000,Semi-Auto,11549,Petrol,2.0
 C Class,2019,28800,Semi-Auto,3116,Petrol,2.0
 C Class,2019,29000,Semi-Auto,4650,Petrol,2.0
 C Class,2019,25000,Semi-Auto,481,Petrol,1.5
 C Class,2019,29000,Semi-Auto,2198,Petrol,1.5
 C Class,2019,41000,Semi-Auto,5339,Petrol,3.0
 C Class,2019,31450,Semi-Auto,5104,Diesel,2.0
 C Class,2019,31500,Semi-Auto,7000,Diesel,2.0
 C Class,2016,13000,Automatic,53065,Diesel,2.1
 C Class,2019,25299,Semi-Auto,4004,Petrol,1.5
 C Class,2019,25599,Semi-Auto,2648,Petrol,1.5
 C Class,2019,26599,Semi-Auto,12961,Petrol,1.5
 C Class,2019,28099,Semi-Auto,20001,Diesel,2.0
 C Class,2019,24599,Semi-Auto,9905,Diesel,2.0
 C Class,2019,27349,Semi-Auto,5917,Diesel,2.0
 C Class,2019,29549,Semi-Auto,5071,Diesel,2.0
 C Class,2019,29999,Semi-Auto,7193,Petrol,2.0
 C Class,2019,29399,Semi-Auto,8123,Diesel,2.0
 C Class,2018,25999,Automatic,7317,Petrol,1.5
 C Class,2019,41099,Semi-Auto,8370,Petrol,3.0
 C Class,2017,24000,Automatic,17030,Diesel,2.1
 C Class,2014,16450,Semi-Auto,27032,Diesel,2.1
 C Class,2017,19750,Semi-Auto,27959,Petrol,2.0
 C Class,2019,52000,Automatic,5072,Petrol,4.0
 C Class,2016,20299,Semi-Auto,6605,Petrol,2.0
 C Class,2016,21600,Semi-Auto,33028,Diesel,2.1
 C Class,2019,27750,Semi-Auto,2192,Petrol,1.5
 C Class,2019,24600,Semi-Auto,9174,Petrol,1.5
 C Class,2019,24700,Semi-Auto,12944,Diesel,2.0
 C Class,2018,22000,Semi-Auto,11439,Petrol,1.5
 C Class,2019,24500,Semi-Auto,2827,Petrol,1.5
 C Class,2019,30300,Semi-Auto,4000,Diesel,1.6
 C Class,2019,25799,Semi-Auto,10996,Petrol,1.5
 C Class,2019,28499,Semi-Auto,15096,Diesel,2.0
 C Class,2019,29899,Semi-Auto,8601,Diesel,2.0
 C Class,2017,20749,Semi-Auto,19119,Hybrid,2.0
 C Class,2016,29189,Semi-Auto,20000,Petrol,3.0
 C Class,2016,18449,Semi-Auto,23077,Diesel,2.1
 C Class,2017,20700,Semi-Auto,18346,Diesel,2.1
 C Class,2017,19350,Semi-Auto,35707,Diesel,2.1
 C Class,2019,28000,Semi-Auto,15026,Diesel,2.0
 C Class,2019,62199,Semi-Auto,95,Petrol,4.0
 C Class,2019,33699,Semi-Auto,1604,Petrol,2.0
 C Class,2019,24699,Semi-Auto,6783,Petrol,1.5
 C Class,2018,22549,Semi-Auto,19656,Diesel,2.0
 C Class,2019,24299,Semi-Auto,12321,Diesel,2.0
 C Class,2019,29699,Semi-Auto,5230,Diesel,2.0
 C Class,2019,29899,Semi-Auto,8447,Diesel,2.0
 C Class,2019,25699,Semi-Auto,13044,Diesel,2.0
 C Class,2019,69399,Semi-Auto,1615,Petrol,4.0
 C Class,2019,29199,Semi-Auto,4456,Petrol,1.5
 C Class,2019,31899,Semi-Auto,4300,Petrol,1.5
 C Class,2019,45199,Semi-Auto,7635,Petrol,3.0
 C Class,2019,33599,Semi-Auto,1000,Petrol,2.0
 C Class,2019,23879,Manual,1000,Petrol,1.6
 C Class,2019,23879,Manual,1000,Petrol,1.6
 C Class,2019,23499,Manual,712,Petrol,1.6
 C Class,2019,22899,Manual,4387,Petrol,1.6
 C Class,2019,23299,Manual,1617,Petrol,1.6
 C Class,2019,29199,Semi-Auto,1357,Petrol,1.5
 C Class,2019,34299,Semi-Auto,3938,Diesel,2.0
 C Class,2016,20449,Semi-Auto,11017,Diesel,2.1
 C Class,2017,23899,Semi-Auto,20604,Diesel,2.1
 C Class,2019,32099,Semi-Auto,724,Diesel,2.0
 C Class,2019,34449,Semi-Auto,4070,Diesel,2.0
 C Class,2019,20449,Semi-Auto,13755,Diesel,2.0
 C Class,2019,20349,Semi-Auto,13910,Petrol,1.5
 C Class,2018,28499,Semi-Auto,7661,Diesel,2.0
 C Class,2019,22899,Semi-Auto,14959,Diesel,2.0
 C Class,2019,29299,Semi-Auto,5979,Petrol,2.0
 C Class,2019,30899,Semi-Auto,7942,Diesel,2.0
 C Class,2019,25799,Semi-Auto,1000,Petrol,1.5
 C Class,2019,23399,Semi-Auto,3342,Petrol,1.5
 C Class,2019,32199,Semi-Auto,2985,Petrol,1.5
 C Class,2019,30599,Semi-Auto,4272,Petrol,2.0
 C Class,2019,25899,Semi-Auto,6765,Petrol,1.5
 C Class,2019,28500,Semi-Auto,5107,Petrol,1.5
 C Class,2019,25949,Semi-Auto,12722,Diesel,2.0
 C Class,2019,25499,Semi-Auto,15414,Diesel,2.0
 C Class,2019,33299,Semi-Auto,2000,Diesel,2.0
 C Class,2018,27299,Semi-Auto,3150,Diesel,2.0
 C Class,2019,31609,Semi-Auto,1000,Diesel,2.0
 C Class,2019,28000,Semi-Auto,9231,Diesel,2.0
 C Class,2019,24450,Semi-Auto,15004,Diesel,2.0
 C Class,2018,25000,Semi-Auto,11150,Diesel,2.1
 C Class,2018,25000,Automatic,11048,Diesel,2.1
 C Class,2019,44000,Semi-Auto,8023,Petrol,3.0
 C Class,2019,25000,Semi-Auto,10000,Diesel,1.6
 C Class,2019,24500,Semi-Auto,9200,Petrol,1.5
 C Class,2019,26500,Semi-Auto,3000,Diesel,1.6
 C Class,2019,31400,Semi-Auto,100,Diesel,2.0
 C Class,2017,18510,Semi-Auto,27573,Diesel,2.1
 C Class,2015,17999,Semi-Auto,15566,Petrol,2.0
 C Class,2019,35499,Semi-Auto,2616,Petrol,3.0
 C Class,2019,30199,Semi-Auto,2456,Diesel,2.0
 C Class,2019,31609,Semi-Auto,1000,Diesel,2.0
 C Class,2019,27499,Semi-Auto,3325,Diesel,1.6
 C Class,2019,34579,Semi-Auto,1000,Petrol,1.5
 C Class,2019,35539,Semi-Auto,1000,Diesel,2.0
 C Class,2019,60859,Semi-Auto,1000,Petrol,4.0
 C Class,2016,18624,Semi-Auto,21603,Petrol,2.0
 C Class,2017,28624,Semi-Auto,41045,Petrol,3.0
 C Class,2019,41949,Semi-Auto,11470,Petrol,3.0
 C Class,2019,25449,Semi-Auto,13193,Petrol,1.5
 C Class,2019,23949,Semi-Auto,14658,Petrol,1.5
 C Class,2019,22699,Semi-Auto,23185,Petrol,1.5
 C Class,2019,19849,Semi-Auto,13977,Petrol,1.5
 C Class,2019,20149,Semi-Auto,11784,Petrol,1.5
 C Class,2019,19899,Semi-Auto,13347,Petrol,1.5
 C Class,2019,25949,Semi-Auto,10201,Petrol,1.5
 C Class,2019,19899,Semi-Auto,13359,Petrol,1.5
 C Class,2019,20149,Semi-Auto,11761,Petrol,1.5
 C Class,2019,25799,Semi-Auto,11056,Petrol,1.5
 C Class,2019,20449,Semi-Auto,13865,Diesel,2.0
 C Class,2018,22549,Semi-Auto,5437,Petrol,1.5
 C Class,2018,18799,Semi-Auto,14731,Petrol,1.5
 C Class,2016,18449,Semi-Auto,23077,Diesel,2.1
 C Class,2019,24999,Semi-Auto,6330,Petrol,1.5
 C Class,2019,31199,Semi-Auto,4979,Petrol,2.0
 C Class,2016,17999,Semi-Auto,28984,Diesel,2.1
 C Class,2019,24549,Semi-Auto,14642,Petrol,1.5
 C Class,2019,24399,Semi-Auto,13469,Diesel,2.0
 C Class,2016,17491,Automatic,18500,Diesel,2.1
 C Class,2019,28995,Automatic,3000,Petrol,1.5
 C Class,2019,19749,Semi-Auto,14730,Petrol,1.5
 C Class,2019,28400,Semi-Auto,16884,Diesel,2.0
 C Class,2018,22000,Semi-Auto,10998,Petrol,1.5
 C Class,2019,28359,Semi-Auto,6040,Petrol,2.0
 C Class,2019,28000,Semi-Auto,1999,Petrol,2.0
 C Class,2019,41400,Semi-Auto,3615,Petrol,3.0
 C Class,2019,28700,Semi-Auto,4000,Petrol,1.5
 C Class,2019,28000,Semi-Auto,10648,Petrol,2.0
 C Class,2020,30500,Semi-Auto,100,Diesel,2.0
 C Class,2019,28589,Semi-Auto,7075,Diesel,2.0
 C Class,2019,26589,Semi-Auto,3762,Diesel,1.6
 C Class,2019,37899,Semi-Auto,7411,Petrol,3.0
 C Class,2019,28949,Semi-Auto,6565,Diesel,2.0
 C Class,2018,23199,Semi-Auto,8942,Petrol,1.5
 C Class,2019,30799,Semi-Auto,8947,Diesel,2.0
 C Class,2019,24299,Semi-Auto,12546,Diesel,2.0
 C Class,2019,30699,Semi-Auto,9914,Diesel,2.0
 C Class,2018,28749,Semi-Auto,6449,Diesel,2.0
 C Class,2019,30995,Semi-Auto,14,Petrol,2.0
 C Class,2019,29995,Semi-Auto,21,Diesel,2.0
 C Class,2019,29995,Semi-Auto,22,Diesel,2.0
 C Class,2019,29995,Semi-Auto,13,Diesel,2.0
 C Class,2019,29995,Automatic,14,Petrol,2.0
 C Class,2018,28374,Automatic,8962,Diesel,2.0
 C Class,2016,31995,Automatic,11891,Petrol,3.0
 C Class,2016,22624,Semi-Auto,10271,Petrol,2.0
 C Class,2020,39995,Semi-Auto,328,Petrol,1.5
 C Class,2019,30995,Automatic,6959,Diesel,2.0
 C Class,2020,39309,Semi-Auto,1000,Diesel,2.0
 C Class,2016,36399,Semi-Auto,27416,Petrol,4.0
 C Class,2019,32899,Semi-Auto,4378,Diesel,2.0
 C Class,2019,33299,Semi-Auto,2838,Petrol,2.0
 C Class,2019,34099,Semi-Auto,6033,Petrol,2.0
 C Class,2019,30499,Semi-Auto,1126,Diesel,2.0
 C Class,2019,26599,Semi-Auto,4000,Petrol,1.5
 C Class,2019,28491,Automatic,3000,Petrol,1.5
 C Class,2014,14491,Manual,23000,Petrol,2.0
 C Class,2017,42991,Automatic,7100,Petrol,4.0
 C Class,2016,35991,Automatic,18900,Petrol,4.0
 C Class,2016,16695,Semi-Auto,41000,Diesel,2.1
 C Class,2015,14490,Semi-Auto,41590,Petrol,2.0
 C Class,2019,24724,Semi-Auto,10545,Petrol,1.5
 C Class,2019,31995,Semi-Auto,37,Petrol,2.0
 C Class,2020,30500,Semi-Auto,999,Diesel,2.0
 C Class,2018,39000,Semi-Auto,7011,Petrol,3.0
 C Class,2016,17500,Semi-Auto,41758,Hybrid,2.0
 C Class,2018,15999,Semi-Auto,41650,Diesel,2.1
 C Class,2019,25599,Semi-Auto,13624,Petrol,1.5
 C Class,2019,29999,Semi-Auto,13109,Diesel,2.0
 C Class,2019,30299,Semi-Auto,2230,Diesel,2.0
 C Class,2018,25299,Semi-Auto,13440,Diesel,2.0
 C Class,2019,19899,Semi-Auto,13633,Petrol,1.5
 C Class,2019,19849,Semi-Auto,14017,Petrol,1.5
 C Class,2019,21099,Semi-Auto,4535,Petrol,1.5
 C Class,2020,30500,Semi-Auto,199,Diesel,2.0
 C Class,2019,29950,Semi-Auto,6605,Diesel,2.0
 C Class,2019,29500,Semi-Auto,7610,Diesel,2.0
 C Class,2019,30500,Semi-Auto,7098,Diesel,2.0
 C Class,2019,30500,Semi-Auto,3180,Diesel,2.0
 C Class,2015,15250,Semi-Auto,43348,Diesel,2.1
 C Class,2014,10995,Semi-Auto,39802,Diesel,2.1
 C Class,2016,23991,Automatic,27500,Petrol,2.0
 C Class,2018,39991,Automatic,9000,Petrol,3.0
 C Class,2019,30799,Automatic,7264,Diesel,2.0
 C Class,2019,29699,Automatic,4542,Diesel,2.0
 C Class,2019,28499,Automatic,1864,Petrol,1.5
 C Class,2019,26299,Semi-Auto,13237,Petrol,1.5
 C Class,2018,24199,Semi-Auto,6812,Diesel,2.0
 C Class,2019,25449,Semi-Auto,13197,Petrol,1.5
 C Class,2019,19849,Semi-Auto,14074,Petrol,1.5
 C Class,2019,19799,Semi-Auto,14401,Petrol,1.5
 C Class,2019,25349,Semi-Auto,10544,Petrol,1.5
 C Class,2019,24849,Semi-Auto,5000,Petrol,1.5
 C Class,2017,25999,Semi-Auto,6600,Petrol,2.0
 C Class,2018,22991,Automatic,12000,Petrol,1.5
 C Class,2016,19999,Semi-Auto,24137,Petrol,2.0
 C Class,2019,20299,Semi-Auto,14184,Petrol,1.5
 C Class,2019,20349,Semi-Auto,14012,Petrol,1.5
 C Class,2019,29349,Semi-Auto,11561,Diesel,2.0
 C Class,2019,26349,Semi-Auto,10299,Diesel,2.0
 C Class,2019,42099,Semi-Auto,3076,Petrol,3.0
 C Class,2019,25849,Semi-Auto,10977,Petrol,1.5
 C Class,2019,25349,Semi-Auto,9728,Petrol,1.5
 C Class,2019,19799,Semi-Auto,14422,Petrol,1.5
 C Class,2019,25499,Semi-Auto,15175,Diesel,2.0
 C Class,2018,28199,Semi-Auto,9252,Diesel,2.0
 C Class,2019,23879,Manual,551,Petrol,1.6
 C Class,2019,29099,Semi-Auto,5088,Petrol,1.5
 C Class,2019,34579,Semi-Auto,1000,Petrol,1.5
 C Class,2019,36999,Semi-Auto,1000,Diesel,2.0
 C Class,2019,33789,Semi-Auto,1000,Diesel,2.0
 C Class,2015,17749,Semi-Auto,19039,Diesel,2.1
 C Class,2017,18999,Semi-Auto,31727,Diesel,2.1
 C Class,2019,25149,Semi-Auto,13157,Petrol,1.5
 C Class,2019,20399,Semi-Auto,13334,Petrol,1.5
 C Class,2019,30349,Semi-Auto,438,Petrol,2.0
 C Class,2016,17849,Semi-Auto,45557,Diesel,2.1
 C Class,2017,22449,Semi-Auto,44998,Diesel,2.1
 C Class,2016,17299,Semi-Auto,66500,Diesel,2.1
 C Class,2016,17999,Semi-Auto,21040,Diesel,1.6
 C Class,2019,25999,Semi-Auto,15195,Diesel,2.0
 C Class,2019,27799,Semi-Auto,3251,Diesel,2.0
 C Class,2019,26589,Automatic,3070,Diesel,1.6
 C Class,2018,23199,Automatic,9136,Petrol,1.5
 C Class,2019,20449,Semi-Auto,14005,Diesel,2.0
 C Class,2018,26199,Automatic,9366,Diesel,2.1
 C Class,2018,19599,Semi-Auto,13053,Diesel,2.0
 C Class,2019,23289,Semi-Auto,15458,Diesel,2.0
 C Class,2019,25399,Automatic,6612,Petrol,1.5
 C Class,2019,27299,Semi-Auto,1000,Petrol,1.5
 C Class,2018,28699,Semi-Auto,5234,Diesel,2.0
 C Class,2019,31609,Semi-Auto,1000,Diesel,2.0
 C Class,2019,26699,Semi-Auto,5500,Petrol,2.0
 C Class,2016,24799,Automatic,30385,Diesel,2.1
 C Class,2019,27199,Semi-Auto,3780,Petrol,2.0
 C Class,2019,20699,Semi-Auto,10037,Diesel,2.1
 C Class,2017,23699,Semi-Auto,7978,Diesel,2.1
 C Class,2018,21449,Semi-Auto,2684,Petrol,1.5
 C Class,2019,30849,Semi-Auto,8473,Diesel,2.0
 C Class,2019,46999,Semi-Auto,9962,Petrol,3.0
 C Class,2019,28199,Semi-Auto,10452,Diesel,2.0
 C Class,2019,27499,Semi-Auto,1211,Diesel,1.6
 C Class,2019,29299,Semi-Auto,2905,Diesel,2.0
 C Class,2016,19799,Automatic,17000,Diesel,2.1
 C Class,2016,20399,Semi-Auto,15000,Diesel,2.1
 C Class,2018,23799,Semi-Auto,3640,Petrol,2.0
 C Class,2019,31699,Semi-Auto,3358,Diesel,2.0
 C Class,2019,30799,Semi-Auto,7031,Diesel,2.0
 C Class,2019,31199,Semi-Auto,4885,Diesel,2.0
 C Class,2019,34799,Semi-Auto,3435,Petrol,1.5
 C Class,2019,68399,Semi-Auto,1282,Petrol,4.0
 C Class,2019,31529,Automatic,1000,Diesel,2.0
 C Class,2019,35049,Automatic,1000,Petrol,1.5
 C Class,2019,38289,Automatic,1000,Diesel,2.0
 C Class,2019,32289,Automatic,1000,Petrol,1.5
 C Class,2019,32069,Automatic,1000,Diesel,2.0
 C Class,2019,32069,Automatic,1000,Diesel,2.0
 C Class,2019,30299,Automatic,7478,Diesel,2.0
 C Class,2019,67699,Automatic,544,Petrol,4.0
 C Class,2019,35399,Semi-Auto,1273,Petrol,1.5
 C Class,2019,24849,Automatic,1446,Petrol,1.5
 C Class,2019,24789,Automatic,428,Petrol,1.5
 C Class,2019,39299,Automatic,8628,Petrol,3.0
 C Class,2019,25099,Automatic,3400,Petrol,1.6
 C Class,2019,27199,Automatic,754,Petrol,1.5
 C Class,2019,23399,Automatic,3816,Petrol,1.5
 C Class,2019,31199,Automatic,3435,Diesel,2.0
 C Class,2019,32069,Semi-Auto,1000,Diesel,2.0
